idx_prediction,week_num,day,day_new,hour,minute,x_actual,y_actual,z_actual,room_actual,x_prediction,y_prediction,z_prediction,room_prediction
2028,43.0,215,Mon,8,3,-20.242733,1.56665456,-26.5842667,5C-01.2,-20.683303833007812,1.572530746459961,-26.59748649597168,5C-01.2
2029,43.0,215,Mon,9,4,-21.157358199999997,1.56665456,-26.3001137,5C-01.2,-22.0118408203125,1.5424919128417969,-26.436270713806152,5C-01.2
2030,43.0,215,Mon,10,25,-20.295602799999998,1.56665456,-26.57266,5C-01.2,-21.150020599365234,1.5702018737792969,-26.172685623168945,5C-01.2
2031,43.0,215,Mon,11,11,-21.516941099999997,1.56665456,-26.176618599999998,5C-01.2,-21.475059509277344,1.5044221878051758,-26.24306583404541,5C-01.2
2032,43.0,215,Mon,12,8,4.823953629999998,-8.933346,-9.453302,Flur 4. OG Übergang,5.1239166259765625,-8.968303442001343,-9.444112777709961,Flur 4. OG Übergang
2033,43.0,215,Mon,12,41,-20.256568900000005,1.56665456,-26.5779533,5C-01.2,-20.6494140625,1.5853824615478516,-26.2577486038208,5C-01.2
2034,43.0,215,Mon,13,43,-22.134897199999997,1.56665456,-25.9820786,5C-01.2,-21.40896224975586,1.5241050720214844,-26.23859691619873,5C-01.2
2035,43.0,215,Mon,15,39,-22.1196671,1.56665456,-25.9928513,5C-01.2,-21.64032745361328,1.5171003341674805,-26.24061679840088,5C-01.2
2036,43.0,215,Mon,16,40,-22.100316999999997,1.56665456,-25.99266,5C-01.2,-21.89187240600586,1.5408039093017578,-26.198728561401367,5C-01.2
2037,43.0,216,Tue,8,4,-20.21,1.56665456,-26.6,5C-01.2,-20.293724060058594,1.5569438934326172,-26.446757316589355,5C-01.2
2038,43.0,216,Tue,9,21,-51.0851173,1.56665456,-5.706735610000003,5C-05.2,-37.52216720581055,1.5269546508789062,-26.135311126708984,5C-02.2
2039,43.0,216,Tue,10,18,-22.0000286,1.56665456,-26.0285721,5C-01.2,-21.900177001953125,1.5394001007080078,-26.159406661987305,5C-01.2
2040,43.0,216,Tue,12,5,5.816013339999998,-8.933346,-9.394984999999998,Flur 4. OG Übergang,5.420356750488281,-8.975158095359802,-9.540424346923828,Flur 4. OG Übergang
2041,43.0,216,Tue,12,54,-20.5607185,1.56665456,-26.4860439,5C-01.2,-20.511402130126953,1.5878963470458984,-26.184487342834473,5C-01.2
2042,43.0,216,Tue,14,16,-20.21,1.56665456,-26.6,5C-01.2,-21.100921630859375,1.5319604873657227,-26.117161750793457,5C-01.2
2043,43.0,216,Tue,14,45,-20.3574371,1.56665456,-26.52641,5C-01.2,-20.739639282226562,1.5753746032714844,-26.22816562652588,5C-01.2
2044,43.0,216,Tue,15,53,-20.21,1.56665456,-26.6,5C-01.2,-20.939640045166016,1.5563373565673828,-26.163277626037598,5C-01.2
2045,43.0,216,Tue,16,16,-29.8200054,1.56665456,-34.3700027,5C-02.1,-29.08639144897461,1.5581512451171875,-26.05964469909668,Flur 5. OG
2046,43.0,216,Tue,16,37,-20.869281799999996,1.56665456,-26.268528,5C-01.2,-21.12802505493164,1.5718765258789062,-26.214365005493164,5C-01.2
2047,43.0,217,Wed,8,2,-20.3252983,1.56665456,-26.54396,5C-01.2,-20.219829559326172,1.5416545867919922,-26.544894218444824,5C-01.2
2048,43.0,217,Wed,9,41,-22.1415863,1.56665456,-25.968355199999998,5C-01.2,-21.70374298095703,1.445725440979004,-26.234477043151855,5C-01.2
2049,43.0,217,Wed,10,41,-20.854599,1.56665456,-26.4330482,5C-01.2,-20.941383361816406,1.566756248474121,-26.213793754577637,5C-01.2
2050,43.0,217,Wed,11,27,-28.8874168,-8.933346,-34.4205322,4C-05,-26.689388275146484,1.5291976928710938,-26.161324501037598,5C-01.2
2051,43.0,217,Wed,12,6,5.816013339999998,-8.933346,-9.394984999999998,Flur 4. OG Übergang,5.299945831298828,-8.940199971199036,-9.484161376953125,Flur 4. OG Übergang
2052,43.0,217,Wed,12,55,-21.818372699999998,1.56665456,-25.22226,5C-01.2,-20.667049407958984,1.5920658111572266,-26.16529941558838,5C-01.2
2053,43.0,217,Wed,15,58,-21.63384,1.56665456,-26.142168,5C-01.2,-21.03699493408203,1.5708112716674805,-26.121790885925293,5C-01.2
2054,43.0,218,Thu,8,3,-20.3139229,1.56665456,-26.550491299999997,5C-01.2,-20.377338409423828,1.5571117401123047,-26.53437900543213,5C-01.2
2055,43.0,218,Thu,9,9,-22.179553999999996,1.56665456,-25.96802,5C-01.2,-21.54520034790039,1.5787992477416992,-26.20653533935547,5C-01.2
2056,43.0,218,Thu,9,28,-20.342504499999997,1.56665456,-26.55804,5C-01.2,-21.050678253173828,1.5725135803222656,-26.16201400756836,5C-01.2
2057,43.0,218,Thu,11,9,-20.232318899999996,1.56665456,-26.622591,5C-01.2,-21.533973693847656,1.5435562133789062,-26.266027450561523,5C-01.2
2058,43.0,218,Thu,12,9,4.480972289999997,-8.933346,-9.48196,Flur 4. OG Übergang,4.991107940673828,-8.969449639320374,-9.469364166259766,Flur 4. OG Übergang
2059,43.0,218,Thu,12,56,-20.617691,1.56665456,-26.4692688,5C-01.2,-20.966876983642578,1.5848026275634766,-26.139967918395996,5C-01.2
2060,43.0,218,Thu,14,45,-21.5189857,1.56665456,-26.158195499999998,5C-01.2,-21.218910217285156,1.5726242065429688,-26.14150047302246,5C-01.2
2061,43.0,218,Thu,15,49,-20.21,1.56665456,-26.6,5C-01.2,-21.26070785522461,1.5628366470336914,-26.11630916595459,5C-01.2
2062,43.0,219,Fri,8,3,-20.2559757,1.56665456,-26.5780716,5C-01.2,-20.176151275634766,1.564767837524414,-26.52135181427002,5C-01.2
2063,43.0,219,Fri,9,36,-28.811409,-8.933346,-34.3879356,4C-05,-26.373870849609375,1.524057388305664,-26.201648712158203,5C-01.2
2064,43.0,219,Fri,10,28,-21.519928,1.56665456,-25.5437832,5C-01.2,-21.466716766357422,1.5458202362060547,-26.18661403656006,5C-01.2
2065,43.0,219,Fri,11,0,-22.448568300000005,1.56665456,-25.8896122,5C-01.2,-22.13915252685547,1.5693893432617188,-26.25505828857422,5C-01.2
2066,43.0,219,Fri,11,44,-20.2350845,1.56665456,-26.5825138,5C-01.2,-20.57465362548828,1.6028718948364258,-26.096882820129395,5C-01.2
2067,43.0,219,Fri,12,13,5.775264739999997,-8.933346,-9.394762,Flur 4. OG Übergang,5.471397399902344,-9.013651490211487,-9.444707870483398,Flur 4. OG Übergang
2068,43.0,219,Fri,12,38,-20.241549999999997,1.56665456,-26.585292799999998,5C-01.2,-20.03972625732422,1.5944633483886719,-26.186914443969727,5C-01.2
2069,43.0,219,Fri,13,25,-22.457744599999998,1.56665456,-25.8827724,5C-01.2,-21.306442260742188,1.541621208190918,-26.139019012451172,5C-01.2
2070,43.0,219,Fri,16,22,-22.132373799999996,1.56665456,-25.982463799999998,5C-01.2,-22.033889770507812,1.5413951873779297,-26.111350059509277,5C-01.2
2071,43.0,219,Fri,17,1,-18.5205669,1.56665456,-19.025,5C-01.1,-18.97779083251953,1.6114683151245117,-25.949349403381348,5C-01.2
